order,park,landbird?,Common Name,Latin Name,4-letter code,Present in GULN point count,‘Present’ in NPSpecies & classified as park breeding,landbird or not,food,where,guild
81,PAIS,yes,Red-winged Blackbird,Agelaius phoeniceus,RWBL,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
626,PAIS,no,Wood Duck,Aix sponsa,WODU,no,yes,not landbird,NA,NA,NA_NA
87,PAIS,yes,Buff-bellied Hummingbird,Amazilia yucatanensis,BBEH,no,noa,,Nectarivore,NA,Nectarivore_NA
89,PAIS,yes,Le Conte's Sparrow,Ammodramus leconteii,LCSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
92,PAIS,yes,Seaside Sparrow,Ammodramus maritimus,SESP,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
95,PAIS,yes,Nelson's Sharp-tailed Sparrow,Ammodramus nelsoni,NESP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
99,PAIS,yes,Grasshopper Sparrow,Ammodramus savannarum,GRSP,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
627,PAIS,no,Northern Pintail,Anas acuta,NOPI,no,yes,not landbird,NA,NA,NA_NA
628,PAIS,no,American Wigeon,Anas americana,AMWI,no,yes,not landbird,NA,NA,NA_NA
629,PAIS,no,Northern Shoveler,Anas clypeata,NSHO,no,yes,not landbird,NA,NA,NA_NA
630,PAIS,no,Green-winged Teal,Anas crecca,GWTE,no,yes,not landbird,NA,NA,NA_NA
631,PAIS,no,Cinnamon Teal,Anas cyanoptera,CITE,no,yes,not landbird,NA,NA,NA_NA
632,PAIS,no,Blue-winged Teal,Anas discors,BWTE,no,yes,not landbird,NA,NA,NA_NA
613,PAIS,no,Mottled Duck,Anas fulvigula,MODU,yes,yes,not landbird,NA,NA,NA_NA
633,PAIS,no,Mallard,Anas platyrhynchos,MALL,no,yes,not landbird,NA,NA,NA_NA
722,PAIS,no,American Black Duck,Anas rubripes,ABDU,no,noa,not landbird,NA,NA,NA_NA
634,PAIS,no,Gadwall,Anas strepera,GADW,no,yes,not landbird,NA,NA,NA_NA
723,PAIS,no,Anhinga,Anhinga anhinga,ANHI,no,noa,not landbird,NA,NA,NA_NA
724,PAIS,no,Black Noddy,Anous minutus,BLNO,no,noa,not landbird,NA,NA,NA_NA
725,PAIS,no,Brown Noddy,Anous stolidus,BRNO,no,noa,not landbird,NA,NA,NA_NA
726,PAIS,no,Greater White-fronted Goose,Anser albifrons,GWFG,no,noa,not landbird,NA,NA,NA_NA
106,PAIS,yes,American Pipit,Anthus rubescens,AMPI,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
112,PAIS,yes,Sprague's Pipit,Anthus spragueii,SPPI,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
727,PAIS,no,Surfbird,Aphriza virgata,SURF,no,noa,not landbird,NA,NA,NA_NA
115,PAIS,yes,Black-chinned Hummingbird,Archilochus alexandri,BCHU,no,noa,,Nectarivore,NA,Nectarivore_NA
118,PAIS,yes,Ruby-throated Hummingbird,Archilochus colubris,RTHU,no,noa,,Nectarivore,NA,Nectarivore_NA
614,PAIS,no,Great Egret,Ardea alba,GREG,yes,yes,not landbird,NA,NA,NA_NA
635,PAIS,no,Great Blue Heron,Ardea herodias,GBHE,no,yes,not landbird,NA,NA,NA_NA
636,PAIS,no,Ruddy Turnstone,Arenaria interpres,RUTU,no,yes,not landbird,NA,NA,NA_NA
124,PAIS,yes,Olive Sparrow,Arremonops rufivirgatus,OLSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
728,PAIS,no,Short-eared Owl,Asio flammeus,SEOW,no,noa,not landbird,NA,NA,NA_NA
637,PAIS,no,Burrowing Owl,Athene cunicularia,BUOW,no,yes,not landbird,NA,NA,NA_NA
127,PAIS,yes,Verdin,Auriparus flaviceps,VERD,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
638,PAIS,no,Lesser Scaup,Aythya affinis,LESC,no,yes,not landbird,NA,NA,NA_NA
639,PAIS,no,Redhead,Aythya americana,REDH,no,yes,not landbird,NA,NA,NA_NA
640,PAIS,no,Ring-necked Duck,Aythya collaris,RNDU,no,yes,not landbird,NA,NA,NA_NA
641,PAIS,no,Greater Scaup,Aythya marila,GRSC,no,yes,not landbird,NA,NA,NA_NA
642,PAIS,no,Canvasback,Aythya valisineria,CANV,no,yes,not landbird,NA,NA,NA_NA
130,PAIS,yes,Black-crested Titmouse,Baeolophus atricristatus,BCTI,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
729,PAIS,no,Upland Sandpiper,Bartramia longicauda,UPSA,no,noa,not landbird,NA,NA,NA_NA
140,PAIS,yes,Cedar Waxwing,Bombycilla cedrorum,CEDW,no,noa,,Frugivore, upper-canopy gleaner,Frugivore_ upper-canopy gleaner
643,PAIS,no,American Bittern,Botaurus lentiginosus,AMBI,no,yes,not landbird,NA,NA,NA_NA
644,PAIS,no,Canada Goose,Branta canadensis,CANG,no,yes,not landbird,NA,NA,NA_NA
645,PAIS,no,Great Horned Owl,Bubo virginianus,GHOW,no,yes,not landbird,NA,NA,NA_NA
646,PAIS,no,Cattle Egret,Bubulcus ibis,CAEG,no,yes,not landbird,NA,NA,NA_NA
730,PAIS,no,Bufflehead,Bucephala albeola,BUFF,no,noa,not landbird,NA,NA,NA_NA
647,PAIS,no,Common Goldeneye,Bucephala clangula,COGO,no,yes,not landbird,NA,NA,NA_NA
615,PAIS,no,White-tailed Hawk,Buteo albicaudatus,WTHA,yes,yes,not landbird,NA,NA,NA_NA
731,PAIS,no,Red-tailed Hawk,Buteo jamaicensis,RTHA,no,noa,not landbird,NA,NA,NA_NA
732,PAIS,no,Rough-legged Hawk,Buteo lagopus,RLHA,no,noa,not landbird,NA,NA,NA_NA
733,PAIS,no,Red-shouldered Hawk,Buteo lineatus,RSHA,no,noa,not landbird,NA,NA,NA_NA
734,PAIS,no,Broad-winged Hawk,Buteo platypterus,BWHA,no,noa,not landbird,NA,NA,NA_NA
735,PAIS,no,Ferruginous Hawk,Buteo regalis,FEHA,no,noa,not landbird,NA,NA,NA_NA
736,PAIS,no,Swainson's Hawk,Buteo swainsoni,SWHA,no,noa,not landbird,NA,NA,NA_NA
737,PAIS,no,Green Heron,Butorides virescens,GRHE,no,noa,not landbird,NA,NA,NA_NA
616,PAIS,no,Muscovy Duck,Cairina moschata,MUDU,yes,yes,not landbird,NA,NA,NA_NA
145,PAIS,yes,Lark Bunting,Calamospiza melanocorys,LARB,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
648,PAIS,no,Sanderling,Calidris alba,SAND,no,yes,not landbird,NA,NA,NA_NA
649,PAIS,no,Dunlin,Calidris alpina,DUNL,no,yes,not landbird,NA,NA,NA_NA
738,PAIS,no,Baird's Sandpiper,Calidris bairdii,BASA,no,noa,not landbird,NA,NA,NA_NA
739,PAIS,no,Red Knot,Calidris canutus,REKN,no,noa,not landbird,NA,NA,NA_NA
740,PAIS,no,White-rumped Sandpiper,Calidris fuscicollis,WRSA,no,noa,not landbird,NA,NA,NA_NA
741,PAIS,no,Stilt Sandpiper,Calidris himantopus,STSA,no,noa,not landbird,NA,NA,NA_NA
650,PAIS,no,Western Sandpiper,Calidris mauri,WESA,no,yes,not landbird,NA,NA,NA_NA
742,PAIS,no,Pectoral Sandpiper,Calidris melanotos,PESA,no,noa,not landbird,NA,NA,NA_NA
743,PAIS,no,Least Sandpiper,Calidris minutilla,LESA,no,noa,not landbird,NA,NA,NA_NA
744,PAIS,no,Semipalmated Sandpiper,Calidris pusilla,SESA,no,noa,not landbird,NA,NA,NA_NA
149,PAIS,yes,Cactus Wren,Campylorhynchus brunneicapillus,CACW,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
152,PAIS,yes,Chuck-will's-widow,Caprimulgus carolinensis,CWWI,no,noa,,Insectivore,nocturnal,Insectivore_nocturnal
159,PAIS,yes,Whip-poor-will,Caprimulgus vociferus,EWPW,no,noa,,Insectivore,nocturnal,Insectivore_nocturnal
651,PAIS,no,Crested Caracara,Caracara cheriway,CRCA,no,yes,not landbird,NA,NA,NA_NA
167,PAIS,yes,Canada Warbler,Cardellina canadensis,CAWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
173,PAIS,yes,Wilson's Warbler,Cardellina pusilla,WIWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
180,PAIS,yes,Northern Cardinal,Cardinalis cardinalis,NOCA,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
187,PAIS,yes,Pyrrhuloxia,Cardinalis sinuatus,PYRR,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
745,PAIS,no,Turkey Vulture,Cathartes aura,TUVU,no,noa,not landbird,NA,NA,NA_NA
190,PAIS,yes,Veery,Catharus fuscescens,VEER,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
197,PAIS,yes,Hermit Thrush,Catharus guttatus,HETH,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
204,PAIS,yes,Gray-cheeked Thrush,Catharus minimus,GCTH,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
211,PAIS,yes,Swainson's Thrush,Catharus ustulatus,SWTH,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
219,PAIS,yes,Brown Creeper,Certhia americana,BRCR,no,noa,,Insectivore, bark gleaner,Insectivore_ bark gleaner
226,PAIS,yes,Belted Kingfisher,Ceryle alcyon,BEKI,no,noa,,Carnivore,freshwater-forager,Carnivore_freshwater-forager
233,PAIS,yes,Chimney Swift,Chaetura pelagica,CHSW,no,noa,,Insectivore,air hawker above canopy,Insectivore_air hawker above canopy
652,PAIS,no,Snowy Plover,Charadrius alexandrinus,SNPL,no,yes,not landbird,NA,NA,NA_NA
653,PAIS,no,Piping Plover,Charadrius melodus,PIPL,no,yes,not landbird,NA,NA,NA_NA
746,PAIS,no,Semipalmated Plover,Charadrius semipalmatus,SEPL,no,noa,not landbird,NA,NA,NA_NA
654,PAIS,no,Killdeer,Charadrius vociferus,KILL,no,yes,not landbird,NA,NA,NA_NA
655,PAIS,no,Wilson's Plover,Charadrius wilsonia,WIPL,no,yes,not landbird,NA,NA,NA_NA
747,PAIS,no,Snow Goose,Chen caerulescens,SNGO,no,noa,not landbird,NA,NA,NA_NA
788,PAIS,no,Ross' Goose,Chen rossii,ROGO,no,no,not landbird,NA,NA,NA_NA
624,PAIS,no,Black Tern,Chlidonias niger,BLTE,yes,noa,not landbird,NA,NA,NA_NA
240,PAIS,yes,Green Kingfisher,Chloroceryle americana,GKIN,no,noa,,Carnivore,freshwater-forager,Carnivore_freshwater-forager
242,PAIS,yes,Lark Sparrow,Chondestes grammacus,LASP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
249,PAIS,yes,Lesser Nighthawk,Chordeiles acutipennis,LENI,no,yes,,Insectivore,nocturnal,Insectivore_nocturnal
255,PAIS,yes,Common Nighthawk,Chordeiles minor,CONI,no,yes,,Insectivore,nocturnal,Insectivore_nocturnal
656,PAIS,no,Bonaparte's Gull,Chroicocephalus philadelphia,BOGU,no,yes,not landbird,NA,NA,NA_NA
657,PAIS,no,Northern Harrier,Circus cyaneus,NOHA,no,yes,not landbird,NA,NA,NA_NA
261,PAIS,yes,Marsh Wren,Cistothorus palustris,MAWR,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
266,PAIS,yes,Sedge Wren,Cistothorus platensis,SEWR,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
748,PAIS,no,Long-tailed Duck,Clangula hyemalis,LTDU,no,noa,not landbird,NA,NA,NA_NA
273,PAIS,yes,Yellow-billed Cuckoo,Coccyzus americanus,YBCU,no,yes,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
281,PAIS,yes,Black-billed Cuckoo,Coccyzus erythropthalmus,BBCU,no,noa,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
286,PAIS,yes,Mangrove Cuckoo,Coccyzus minor,MACU,no,no,,Insectivore,upper canopy foliage gleaner,Insectivore_upper canopy foliage gleaner
289,PAIS,yes,Northern Flicker,Colaptes auratus,NOFL,no,yes,,Insectivore,ground gleaner,Insectivore_ground gleaner
295,PAIS,yes,Green Violetear,Colibri thalassinus,MEVI,no,noa,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
617,PAIS,no,Northern Bobwhite,Colinus virginianus,NOBO,yes,yes,not landbird,NA,NA,NA_NA
298,PAIS,yes,Rock Dove,Columba livia,ROPI,no,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
304,PAIS,yes,Inca Dove,Columbina inca,INDO,no,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
308,PAIS,yes,Common Ground Dove,Columbina passerina,COGD,no,yes,,Granivore,ground to undergrowth gleaner,Granivore_ground to undergrowth gleaner
314,PAIS,yes,Olive-sided Flycatcher,Contopus cooperi,OSFL,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
319,PAIS,yes,Eastern Wood-pewee,Contopus virens,EAWP,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
749,PAIS,no,Black Vulture,Coragyps atratus,BLVU,no,noa,not landbird,NA,NA,NA_NA
329,PAIS,yes,Chihuahuan Raven,Corvus cryptoleucus,CHRA,no,yes,,Omnivore, ground forager,Omnivore_ ground forager
789,PAIS,no,Yellow Rail,Coturnicops noveboracensis,YERA,no,no,not landbird,NA,NA,NA_NA
336,PAIS,yes,Groove-billed Ani,Crotophaga sulcirostris,GBAN,no,yes,,Insectivore,ground gleaner,Insectivore_ground gleaner
618,PAIS,no,Black-bellied Whistling-duck,Dendrocygna autumnalis,BBWD,yes,yes,not landbird,NA,NA,NA_NA
658,PAIS,no,Fulvous Whistling-duck,Dendrocygna bicolor,FUWD,no,yes,not landbird,NA,NA,NA_NA
351,PAIS,yes,Bobolink,Dolichonyx oryzivorus,BOBO,no,noa,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
363,PAIS,yes,Gray Catbird,Dumetella carolinensis,GRCA,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
659,PAIS,no,Little Blue Heron,Egretta caerulea,LBHE,no,yes,not landbird,NA,NA,NA_NA
660,PAIS,no,Reddish Egret,Egretta rufescens,REEG,no,yes,not landbird,NA,NA,NA_NA
661,PAIS,no,Snowy Egret,Egretta thula,SNEG,no,yes,not landbird,NA,NA,NA_NA
662,PAIS,no,Tricolored Heron,Egretta tricolor,TRHE,no,yes,not landbird,NA,NA,NA_NA
750,PAIS,no,Swallow-tailed Kite,Elanoides forficatus,STKI,no,noa,not landbird,NA,NA,NA_NA
663,PAIS,no,White-tailed Kite,Elanus leucurus,WTKI,no,yes,not landbird,NA,NA,NA_NA
430,PAIS,yes,Alder Flycatcher,Empidonax alnorum,ALFL,no,no,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
433,PAIS,yes,Yellow-bellied Flycatcher,Empidonax flaviventris,YBFL,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
439,PAIS,yes,Least Flycatcher,Empidonax minimus,LEFL,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
447,PAIS,yes,Willow Flycatcher,Empidonax traillii,WIFL,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
450,PAIS,yes,Acadian Flycatcher,Empidonax virescens,ACFL,no,noa,,Insectivore, air hawker under canopy,Insectivore_ air hawker under canopy
456,PAIS,yes,Horned Lark,Eremophila alpestris,HOLA,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
664,PAIS,no,White Ibis,Eudocimus albus,WHIB,no,yes,not landbird,NA,NA,NA_NA
460,PAIS,yes,Rusty Blackbird,Euphagus carolinus,RUBL,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
466,PAIS,yes,Brewer's Blackbird,Euphagus cyanocephalus,BRBL,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
665,PAIS,no,Merlin,Falco columbarius,MERL,no,yes,not landbird,NA,NA,NA_NA
666,PAIS,no,Aplomado Falcon,Falco femoralis,APFA,no,yes,not landbird,NA,NA,NA_NA
667,PAIS,no,Peregrine Falcon,Falco peregrinus,PEFA,no,yes,not landbird,NA,NA,NA_NA
668,PAIS,no,American Kestrel,Falco sparverius,AMKE,no,yes,not landbird,NA,NA,NA_NA
751,PAIS,no,Magnificent Frigatebird,Fregata magnificens,MAFR,no,noa,not landbird,NA,NA,NA_NA
669,PAIS,no,American Coot,Fulica americana,AMCO,no,yes,not landbird,NA,NA,NA_NA
670,PAIS,no,Wilson's Snipe,Gallinago delicata,WISN,no,yes,not landbird,NA,NA,NA_NA
671,PAIS,no,Common Gallinule,Gallinula galeata,COGA,no,yes,not landbird,NA,NA,NA_NA
752,PAIS,no,Yellow-billed Loon,Gavia adamsii,YBLO,no,noa,not landbird,NA,NA,NA_NA
672,PAIS,no,Common Loon,Gavia immer,COLO,no,yes,not landbird,NA,NA,NA_NA
753,PAIS,no,Pacific Loon,Gavia pacifica,PALO,no,noa,not landbird,NA,NA,NA_NA
673,PAIS,no,Gull-billed Tern,Gelochelidon nilotica,GBTE,no,yes,not landbird,NA,NA,NA_NA
472,PAIS,yes,Greater Roadrunner,Geococcyx californianus,GRRO,no,yes,,Carnivore,ground hawker,Carnivore_ground hawker
476,PAIS,yes,Kentucky Warbler,Geothlypis formosa,KEWA,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
482,PAIS,yes,Mourning Warbler,Geothlypis philadelphia,MOWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
489,PAIS,yes,Common Yellowthroat,Geothlypis trichas,COYE,no,yes,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
754,PAIS,no,Sandhill Crane,Grus canadensis,SACR,no,noa,not landbird,NA,NA,NA_NA
674,PAIS,no,American Oystercatcher,Haematopus palliatus,AMOY,no,yes,not landbird,NA,NA,NA_NA
755,PAIS,no,Bald Eagle,Haliaeetus leucocephalus,BAEA,no,noa,not landbird,NA,NA,NA_NA
508,PAIS,yes,Worm-eating Warbler,Helmitheros vermivorum ,WEWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
675,PAIS,no,Black-necked Stilt,Himantopus mexicanus,BNST,no,yes,not landbird,NA,NA,NA_NA
519,PAIS,yes,Barn Swallow,Hirundo rustica,BARS,yes,yes,,Insectivore, air hawker above canopy,Insectivore_ air hawker above canopy
756,PAIS,no,Harlequin Duck,Histrionicus histrionicus,HADU,no,noa,not landbird,NA,NA,NA_NA
676,PAIS,no,Caspian Tern,Hydroprogne caspia,CATE,no,yes,not landbird,NA,NA,NA_NA
526,PAIS,yes,Wood Thrush,Hylocichla mustelina,WOTH,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
533,PAIS,yes,Yellow-breasted Chat,Icteria virens,YBCH,yes,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
540,PAIS,yes,Bullock's Oriole,Icterus bullockii,BUOR,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
542,PAIS,yes,Hooded Oriole,Icterus cucullatus,HOOR,no,noa,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
545,PAIS,yes,Baltimore Oriole,Icterus galbula,BAOR,no,noa,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
551,PAIS,yes,Altamira Oriole,Icterus gularis,ALOR,no,yes,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
554,PAIS,yes,Orchard Oriole,Icterus spurius,OROR,no,noa,,Insectivore, upper canopy foliage gleaner,Insectivore_ upper canopy foliage gleaner
757,PAIS,no,Mississippi Kite,Ictinia mississippiensis,MIKI,no,noa,not landbird,NA,NA,NA_NA
677,PAIS,no,Least Bittern,Ixobrychus exilis,LEBI,no,yes,not landbird,NA,NA,NA_NA
569,PAIS,yes,Loggerhead Shrike,Lanius ludovicianus,LOSH,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
678,PAIS,no,Herring Gull,Larus argentatus,HERG,no,yes,not landbird,NA,NA,NA_NA
679,PAIS,no,California Gull,Larus californicus,CAGU,no,yes,not landbird,NA,NA,NA_NA
680,PAIS,no,Ring-billed Gull,Larus delawarensis,RBGU,no,yes,not landbird,NA,NA,NA_NA
681,PAIS,no,Lesser Black-backed Gull,Larus fuscus,LBBG,no,yes,not landbird,NA,NA,NA_NA
758,PAIS,no,Iceland Gull,Larus glaucoides,ICGU,no,noa,not landbird,NA,NA,NA_NA
759,PAIS,no,Glaucous Gull,Larus hyperboreus,GLGU,no,noa,not landbird,NA,NA,NA_NA
760,PAIS,no,Great Black-backed Gull,Larus marinus,GBBG,no,noa,not landbird,NA,NA,NA_NA
761,PAIS,no,Western Gull,Larus occidentalis,WEGU,no,noa,not landbird,NA,NA,NA_NA
790,PAIS,no,Thayer's Gull,Larus thayeri,THGU,no,no,not landbird,NA,NA,NA_NA
791,PAIS,no,Black Rail,Laterallus jamaicensis,BLRA,no,no,not landbird,NA,NA,NA_NA
577,PAIS,yes,Orange-crowned Warbler,Leiothlypis celata,OCWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
585,PAIS,yes,Tennessee Warbler,Leiothlypis peregrina,TEWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
593,PAIS,yes,Nashville Warbler,Leiothlypis ruficapilla,NAWA,no,noa,,Insectivore, lower canopy foliage gleaner,Insectivore_ lower canopy foliage gleaner
619,PAIS,no,Laughing Gull,Leucophaeus atricilla,LAGU,yes,yes,not landbird,NA,NA,NA_NA
762,PAIS,no,Franklin's Gull,Leucophaeus pipixcan,FRGU,no,noa,not landbird,NA,NA,NA_NA
682,PAIS,no,Short-billed Dowitcher,Limnodromus griseus,SBDO,no,yes,not landbird,NA,NA,NA_NA
683,PAIS,no,Long-billed Dowitcher,Limnodromus scolopaceus,LBDO,no,yes,not landbird,NA,NA,NA_NA
601,PAIS,yes,Swainson's Warbler,Limnothlypis swainsonii,SWWA,no,noa,,Insectivore, ground gleaner,Insectivore_ ground gleaner
684,PAIS,no,Marbled Godwit,Limosa fedoa,MAGO,no,yes,not landbird,NA,NA,NA_NA
763,PAIS,no,Hudsonian Godwit,Limosa haemastica,HUGO,no,noa,not landbird,NA,NA,NA_NA
685,PAIS,no,Hooded Merganser,Lophodytes cucullatus,HOME,no,yes,not landbird,NA,NA,NA_NA
609,PAIS,yes,Golden-fronted Woodpecker,Melanerpes aurifrons,GFWO,no,yes,,Insectivore,bark excavator,Insectivore_bark excavator
801,PAIS,yes,Red-headed Woodpecker,Melanerpes erythrocephalus,RHWO,no,noa,,Insectivore,air hawker under canopy,Insectivore_air hawker under canopy
764,PAIS,no,White-winged Scoter,Melanitta fusca,WWSC,no,noa,not landbird,NA,NA,NA_NA
765,PAIS,no,Black Scoter,Melanitta nigra,COSC,no,noa,not landbird,NA,NA,NA_NA
686,PAIS,no,Surf Scoter,Melanitta perspicillata,SUSC,no,yes,not landbird,NA,NA,NA_NA
687,PAIS,no,Wild Turkey,Meleagris gallopavo,WITU,no,yes,not landbird,NA,NA,NA_NA
806,PAIS,yes,Swamp Sparrow,Melospiza georgiana,SWSP,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
813,PAIS,yes,Lincoln's Sparrow,Melospiza lincolnii,LISP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
821,PAIS,yes,Song Sparrow,Melospiza melodia,SOSP,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
688,PAIS,no,Red-breasted Merganser,Mergus serrator,RBME,no,yes,not landbird,NA,NA,NA_NA
829,PAIS,yes,Northern Mockingbird,Mimus polyglottos,NOMO,no,yes,,Insectivore, ground gleaner,Insectivore_ ground gleaner
837,PAIS,yes,Black-and-white Warbler,Mniotilta varia,BAWW,no,noa,,Insectivore, bark gleaner,Insectivore_ bark gleaner
844,PAIS,yes,Bronzed Cowbird,Molothrus aeneus,BROC,no,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
849,PAIS,yes,Brown-headed Cowbird,Molothrus ater,BHCO,yes,yes,,Granivore, ground to undergrowth gleaner,Granivore_ ground to undergrowth gleaner
